                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.70638,                0.69552,                0.97886,                0.89665,                0.92529,                0.94613,                0.77281,                0.70224,                0.56671,                0.93663,             0.00017481,             0.00017481,             0.00017481
